Marca temporal,Número de Señalética,Fecha,Hora,Cuadrilla,Latitud,Longitud,Fotografía (Antes),Fotografía (Después),Tipo de Modificación,Observaciones
2026-07-14 10:42:00,G1-20260714-0248,2026-07-14,10:42,GRUPO 1,-38.765408,-72.745740,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0041.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0052.jpg,Mantención de Señalética,
2026-07-14 11:00:00,G1-20260714-0249,2026-07-14,11:00,GRUPO 1,-38.764880,-72.748243,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0094.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0109.jpg,Mantención de Señalética,
2026-07-14 12:02:00,G1-20260714-0250,2026-07-14,12:02,GRUPO 1,-38.717030,-72.696870,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0157.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0183.jpg,Mantención de Señalética,
2026-07-15 08:43:00,G1-20260715-0251,2026-07-15,08:43,GRUPO 1,-38.730278,-72.624259,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0168.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0025.jpg,Mantención de Señalética,
2026-07-15 10:23:00,G1-20260715-0252,2026-07-15,10:23,GRUPO 1,-38.730291,-72.624299,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0028.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0031.jpg,Mantención de Señalética,
2026-07-15 10:35:00,G1-20260715-0253,2026-07-15,10:35,GRUPO 1,-38.730302,-72.624392,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0033.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0034.jpg,Mantención de Señalética,
2026-07-15 10:36:00,G1-20260715-0254,2026-07-15,10:36,GRUPO 1,-38.730286,-72.624373,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0045.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0047.jpg,Mantención de Señalética,
2026-07-15 11:29:00,G1-20260715-0255,2026-07-15,11:29,GRUPO 1,-38.730282,-72.624326,,,Mantención de Señalética,
2026-07-15 11:43:00,G1-20260715-0256,2026-07-15,11:43,GRUPO 1,-38.730414,-72.623631,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0057.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0064.jpg,Mantención de Señalética,
2026-07-15 12:12:00,G1-20260715-0257,2026-07-15,12:12,GRUPO 1,-38.730644,-72.623268,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0089.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0092.jpg,Mantención de Señalética,
2026-07-15 15:39:00,G1-20260715-0258,2026-07-15,15:39,GRUPO 1,-38.730682,-72.623280,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0100.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0117.jpg,Mantención de Señalética,
2026-07-15 16:46:00,G1-20260715-0259,2026-07-15,16:46,GRUPO 1,-38.737195,-72.597082,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0119.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260715-WA0140.jpg,Mantención de Señalética,
2026-07-15 17:46:00,G1-20260715-0260,2026-07-15,17:46,GRUPO 1,-38.732154,-72.618189,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0155.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260701-WA0129.jpg,Mantención de Señalética,
2026-07-17 07:43:00,G1-20260717-0261,2026-07-17,07:43,GRUPO 1,-38.764871,-72.748228,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260714-WA0051.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260717-WA0122.jpg,Mantención de Señalética,
2026-07-17 17:55:00,G1-20260717-0262,2026-07-17,17:55,GRUPO 1,-38.732805,-72.574154,,,Mantención de Señalética,
2026-07-20 08:38:00,G1-20260720-0263,2026-07-20,08:38,GRUPO 1,-38.729010,-72.609853,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260720-WA0031.jpg,,Mantención de Señalética,
2026-07-20 11:16:00,G1-20260720-0264,2026-07-20,11:16,GRUPO 1,-38.734333,-72.596062,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260720-WA0038.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260720-WA0039.jpg,Mantención de Señalética,
2026-07-20 12:25:00,G1-20260720-0265,2026-07-20,12:25,GRUPO 1,-38.734293,-72.596059,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260720-WA0084.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260720-WA0089.jpg,Mantención de Señalética,
2026-07-20 18:18:00,G1-20260720-0266,2026-07-20,18:18,GRUPO 1,-38.735137,-72.598055,,,Mantención de Señalética,
2026-07-21 08:45:00,G1-20260721-0267,2026-07-21,08:45,GRUPO 1,-38.727227,-72.602698,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0004.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0052.jpg,Mantención de Señalética,
2026-07-21 12:20:00,G1-20260721-0268,2026-07-21,12:20,GRUPO 1,-38.716957,-72.566041,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0071.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0085.jpg,Mantención de Señalética,
2026-07-21 16:45:00,G1-20260721-0269,2026-07-21,16:45,GRUPO 1,-38.735051,-72.599524,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0088.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0089.jpg,Mantención de Señalética,
2026-07-21 16:57:00,G1-20260721-0270,2026-07-21,16:57,GRUPO 1,-38.735129,-72.599368,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0111.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0112.jpg,Mantención de Señalética,
2026-07-21 18:31:00,G1-20260721-0271,2026-07-21,18:31,GRUPO 1,-38.720800,-72.570405,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0119.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260721-WA0125.jpg,Mantención de Señalética,
2026-07-22 08:21:00,G1-20260722-0272,2026-07-22,08:21,GRUPO 1,-38.732552,-72.602341,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0001.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0011.jpg,Mantención de Señalética,
2026-07-22 09:49:00,G1-20260722-0273,2026-07-22,09:49,GRUPO 1,-38.730346,-72.623961,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0021.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0022.jpg,Mantención de Señalética,
2026-07-22 10:10:00,G1-20260722-0274,2026-07-22,10:10,GRUPO 1,-38.730343,-72.624003,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0025.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0024.jpg,Mantención de Señalética,
2026-07-22 10:16:00,G1-20260722-0275,2026-07-22,10:16,GRUPO 1,-38.730752,-72.623518,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0037.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0036.jpg,Mantención de Señalética,
2026-07-22 10:39:00,G1-20260722-0276,2026-07-22,10:39,GRUPO 1,-38.730827,-72.622703,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0039.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0040.jpg,Mantención de Señalética,
2026-07-22 10:50:00,G1-20260722-0277,2026-07-22,10:50,GRUPO 1,-38.731045,-72.622348,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0052.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260722-WA0074.jpg,Mantención de Señalética,
2026-07-28 07:12:00,G1-20260728-0278,2026-07-28,07:12,GRUPO 1,-38.735087,-72.597731,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260728-WA0000.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260728-WA0035.jpg,Mantención de Señalética,
2026-07-28 11:34:00,G1-20260728-0279,2026-07-28,11:34,GRUPO 1,-38.730585,-72.623473,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260728-WA0039.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260728-WA0060.jpg,Mantención de Señalética,
2026-07-28 12:52:00,G1-20260728-0280,2026-07-28,12:52,GRUPO 1,-38.754193,-72.644326,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260728-WA0048.jpg,,Mantención de Señalética,
2026-07-29 08:37:00,G1-20260729-0281,2026-07-29,08:37,GRUPO 1,-38.767548,-72.760705,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260729-WA0049.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260729-WA0095.jpg,Mantención de Señalética,
2026-07-29 14:54:00,G1-20260729-0282,2026-07-29,14:54,GRUPO 1,-38.767380,-72.760510,,,Mantención de Señalética,
2026-08-03 11:04:00,G1-20260803-0283,2026-08-03,11:04,GRUPO 1,-38.760273,-72.640092,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0021.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0023.jpg,Mantención de Señalética,
2026-08-03 11:27:00,G1-20260803-0284,2026-08-03,11:27,GRUPO 1,-38.760423,-72.639785,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0026.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0049.jpg,Mantención de Señalética,
2026-08-03 15:38:00,G1-20260803-0285,2026-08-03,15:38,GRUPO 1,-38.688159,-72.651206,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0051.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0050.jpg,Mantención de Señalética,
2026-08-03 15:58:00,G1-20260803-0286,2026-08-03,15:58,GRUPO 1,-38.688335,-72.651143,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0053.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260803-WA0066.jpg,Mantención de Señalética,
2026-08-07 08:06:00,G1-20260807-0287,2026-08-07,08:06,GRUPO 1,-38.731032,-72.621875,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260807-WA0000.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260807-WA0147.jpg,Mantención de Señalética,
2026-08-20 08:50:00,G1-20260820-0288,2026-08-20,08:50,GRUPO 1,-38.731929,-72.619840,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260820-WA0002.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260820-WA0134.jpg,Mantención de Señalética,
2026-08-21 09:20:00,G1-20260821-0289,2026-08-21,09:20,GRUPO 1,-38.714653,-72.648909,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260821-WA0016.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260821-WA0093.jpg,Mantención de Señalética,
2026-08-21 15:42:00,G1-20260821-0290,2026-08-21,15:42,GRUPO 1,-38.714913,-72.649260,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260821-WA0096.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260821-WA0172.jpg,Mantención de Señalética,
